Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,Sh,SoT,xG,xAG,Cmp,Att,PrgP,Tkl,Int,90s,G+A,Sh/90,Cmp%,KP,SCA,PrgC,Carries,CrdY,CrdR
Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,24.0,23,21,1812,3,0,6,3,2.3,0.1,789,947,46,15,22,20.1,3,0.3,83.3,2,8,4,596,4,1
Kevin Paredes,us USA,DF,Wolfsburg,de Bundesliga,21.0,2,2,123,0,1,4,0,0.4,0.1,37,47,7,3,1,1.4,1,2.93,78.7,2,6,1,39,1,0
Leandro Paredes,ar ARG,MF,Roma,it Serie A,30.0,22,15,1373,3,1,24,7,2.3,1.5,1105,1256,106,26,19,15.3,4,1.57,88.0,21,48,17,826,4,0
Daniel Parejo,es ESP,MF,Villarreal,es La Liga,35.0,36,26,2273,3,3,12,2,2.5,1.8,1354,1548,176,52,24,25.3,6,0.48,87.5,23,77,19,898,8,0
Iago Parente,es ESP,DF,Valladolid,es La Liga,18.0,1,1,71,0,0,0,0,0.0,0.0,27,37,4,0,0,0.8,0,0.0,73.0,1,2,0,32,0,0
Fabiano Parisi,it ITA,"DF,MF",Fiorentina,it Serie A,23.0,25,11,1049,2,0,8,4,0.5,0.8,383,476,40,27,17,11.7,2,0.69,80.5,4,14,25,341,3,0
Thomas Partey,gh GHA,"MF,DF",Arsenal,eng Premier League,31.0,35,31,2797,4,2,26,9,2.3,2.1,1678,1920,185,89,35,31.1,6,0.84,87.4,20,62,36,1256,4,0
Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,29.0,34,23,1967,3,4,45,11,6.6,3.3,1198,1373,149,26,12,21.9,7,2.06,87.3,32,71,44,1048,1,0
Álvaro Pascual,es ESP,FW,Sevilla,es La Liga,22.0,8,4,408,1,0,11,4,1.1,0.0,48,74,3,5,2,4.5,1,2.43,64.9,2,6,4,67,1,0
Felix Passlack,de GER,"DF,MF",Bochum,de Bundesliga,26.0,31,30,2334,1,6,26,6,1.3,3.9,660,997,65,53,18,25.9,7,1.0,66.2,25,48,43,588,4,0
Patric,es ESP,DF,Lazio,it Serie A,31.0,10,5,607,1,0,2,1,1.1,0.0,356,403,30,9,3,6.7,1,0.3,88.3,1,11,4,276,2,0
Rui Patrício,pt POR,GK,Atalanta,it Serie A,36.0,3,3,270,0,0,0,0,0.0,0.0,85,101,0,0,0,3.0,0,0.0,84.2,0,0,0,68,0,0
Nathan Patterson,sct SCO,DF,Everton,eng Premier League,22.0,10,3,347,0,1,1,0,0.1,0.4,130,176,13,11,2,3.9,1,0.26,73.9,4,11,6,95,1,0
Benjamin Pavard,fr FRA,DF,Inter,it Serie A,28.0,23,18,1584,0,1,8,1,0.5,0.8,1050,1150,92,29,16,17.6,1,0.45,91.3,8,21,13,855,4,0
Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,20.0,21,18,1451,1,0,9,4,0.6,0.2,1437,1541,128,38,5,16.1,1,0.56,93.3,7,30,15,1035,2,0
Strahinja Pavlović,rs SRB,DF,Milan,it Serie A,23.0,24,21,1864,2,1,17,8,1.8,1.1,1208,1369,94,52,16,20.7,3,0.82,88.2,6,29,40,1036,3,1
Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,it Serie A,35.0,26,1,445,2,0,18,7,2.7,1.0,92,158,17,1,0,4.9,2,3.64,58.2,9,17,1,86,5,0
Martín Payero,ar ARG,MF,Udinese,it Serie A,25.0,25,16,1381,1,1,31,5,1.2,1.3,353,454,51,24,13,15.3,2,2.02,77.8,15,51,33,368,5,0
Nicolas Pays,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20.0,9,4,447,0,0,11,1,1.3,0.1,139,179,14,13,4,5.0,0,2.21,77.7,3,11,21,170,0,0
Nicolás Paz,ar ARG,"MF,FW",Como,it Serie A,19.0,35,30,2687,6,8,109,37,9.3,6.0,992,1231,163,51,21,29.9,14,3.65,80.6,54,144,77,1093,6,0
Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,27.0,7,2,235,0,0,2,0,0.1,0.0,70,90,11,8,2,2.6,0,0.77,77.8,0,4,1,53,0,0
Marcus Pedersen,no NOR,DF,Torino,it Serie A,24.0,29,15,1362,0,0,8,3,0.6,0.4,376,516,19,13,13,15.1,0,0.53,72.9,7,15,44,365,3,0
Alfonso Pedraza,es ESP,"DF,MF",Villarreal,es La Liga,28.0,12,4,460,0,2,5,2,0.5,1.4,157,213,9,3,6,5.1,2,0.98,73.7,9,17,21,155,0,0
Pedri,es ESP,MF,Barcelona,es La Liga,21.0,37,35,2879,4,5,25,11,2.2,7.4,2404,2749,360,61,26,32.0,9,0.78,87.4,70,165,92,2012,3,0
Pedro,es ESP,"FW,MF",Lazio,it Serie A,37.0,30,6,1102,10,1,37,16,5.3,1.7,482,604,76,19,3,12.2,11,3.02,79.8,22,50,48,435,2,0
Kévin Pedro,fr FRA,DF,Saint-Étienne,fr Ligue 1,18.0,1,0,10,0,0,0,0,0.0,0.0,6,11,0,3,2,0.1,0,0.0,54.5,0,0,2,8,0,0
Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,26.0,31,27,2298,1,1,24,7,0.9,1.6,886,1196,79,56,24,25.5,2,0.94,74.1,20,47,41,617,7,0
Jordan Pefok,us USA,FW,Reims,fr Ligue 1,28.0,7,6,380,1,0,11,2,0.9,0.7,39,50,4,3,2,4.2,1,2.61,78.0,3,9,3,52,0,0
Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,28.0,18,10,908,0,1,23,7,3.2,0.9,132,191,12,11,4,10.1,1,2.28,69.1,14,26,3,158,2,0
Pejiño,es ESP,FW,Las Palmas,es La Liga,28.0,1,0,16,0,0,1,0,0.0,0.0,6,7,1,1,0,0.2,0,5.63,85.7,0,1,1,9,0,0
Pietro Pellegri,it ITA,FW,Empoli,it Serie A,23.0,11,5,414,3,0,8,4,0.3,0.6,50,72,8,7,0,4.6,3,1.74,69.4,7,15,12,80,2,0
Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,28.0,25,20,1626,2,1,41,13,4.7,2.5,519,653,61,24,6,18.1,3,2.27,79.5,27,60,27,463,4,0
Luca Pellegrini,it ITA,DF,Lazio,it Serie A,25.0,22,10,1067,0,4,13,4,0.7,1.8,541,717,72,23,19,11.9,4,1.1,75.5,20,46,21,420,5,0
Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,23.0,13,8,737,3,1,22,9,3.3,0.7,89,164,15,3,1,8.2,4,2.69,54.3,5,20,6,164,2,0
Théo Pellenard,fr FRA,DF,Auxerre,fr Ligue 1,30.0,2,0,45,0,0,0,0,0.0,0.0,15,20,1,3,0,0.5,0,0.0,75.0,0,1,1,7,0,0
Andy Pelmard,fr FRA,DF,Lecce,it Serie A,24.0,3,1,129,0,0,0,0,0.0,0.0,27,34,1,6,0,1.4,0,0.0,79.4,0,1,1,19,1,0
Andy Pelmard,fr FRA,DF,Las Palmas,es La Liga,24.0,4,2,205,0,0,1,0,0.0,0.0,98,115,13,5,2,2.3,0,0.44,85.2,1,3,1,71,1,0
Timothee Pembele,fr FRA,DF,Le Havre,fr Ligue 1,21.0,20,12,1113,1,0,8,3,1.3,0.1,424,520,43,30,11,12.4,1,0.65,81.5,3,12,27,368,3,0
Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,24.0,1,0,8,0,0,0,0,0.0,0.0,0,0,0,0,0,0.1,0,0.0,,0,0,0,1,0,0
Iñaki Peña,es ESP,GK,Barcelona,es La Liga,25.0,16,15,1396,0,0,0,0,0.0,0.0,562,630,3,0,0,15.5,0,0.0,89.2,0,2,0,399,1,0
Rubén Peña,es ESP,"FW,DF",Osasuna,es La Liga,33.0,25,7,775,0,0,10,3,0.7,0.6,183,309,27,12,6,8.6,0,1.16,59.2,13,23,18,219,1,0
Nicolas Pépé,ci CIV,"FW,MF",Villarreal,es La Liga,29.0,28,15,1500,3,6,38,17,3.8,4.8,499,631,60,22,5,16.7,9,2.28,79.1,33,65,76,518,3,0
Peque,es ESP,"MF,FW",Sevilla,es La Liga,21.0,26,14,1134,1,1,19,4,2.5,1.2,279,349,35,16,8,12.6,2,1.51,79.9,12,32,14,266,1,0
Sergiu Perciun,md MDA,"FW,MF",Torino,it Serie A,18.0,5,0,152,0,0,2,1,0.0,0.1,34,52,4,2,1,1.7,0,1.18,65.4,2,8,2,48,0,0
Óscar Perea,co COL,"MF,DF",Strasbourg,fr Ligue 1,18.0,2,0,14,0,0,1,0,0.0,0.0,10,10,2,0,0,0.2,0,6.43,100.0,0,1,1,8,0,0
Andreas Pereira,br BRA,MF,Fulham,eng Premier League,28.0,33,25,2013,2,4,38,8,3.8,4.6,670,970,104,24,8,22.4,6,1.7,69.1,57,104,29,578,7,0
Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,27.0,29,18,1571,2,7,36,15,3.3,3.5,308,490,41,37,20,17.5,9,2.06,62.9,22,53,32,317,4,0
Pedro Pereira,pt POR,DF,Monza,it Serie A,26.0,35,32,2665,1,3,13,6,1.2,1.6,925,1146,66,53,21,29.6,4,0.44,80.7,14,35,52,798,10,0
Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,30.0,10,4,388,0,0,2,1,0.1,0.0,207,248,18,13,4,4.3,0,0.46,83.5,0,3,3,151,1,0
Gastón Pereiro,uy URU,MF,Genoa,it Serie A,29.0,2,0,31,0,0,0,0,0.0,0.0,11,15,2,1,0,0.3,0,0.0,73.3,0,1,0,7,0,0
Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,24.0,3,3,270,0,0,0,0,0.0,0.0,79,103,1,0,0,3.0,0,0.0,76.7,0,0,0,67,1,0
Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31.0,30,22,1970,19,2,75,31,12.7,3.0,314,414,73,27,8,21.9,21,3.43,75.8,32,72,59,429,4,0
Carles Pérez,es ESP,"MF,FW",Getafe,es La Liga,26.0,27,15,1431,3,0,34,9,2.4,1.5,226,336,20,33,6,15.9,3,2.14,67.3,17,40,31,298,2,0
Francisco Perez,es ESP,"FW,MF",Valencia,es La Liga,21.0,26,4,570,0,0,6,1,0.3,2.6,169,230,13,17,3,6.3,0,0.95,73.5,7,16,24,198,1,0
Kike Pérez,es ESP,MF,Venezia,it Serie A,27.0,16,13,1114,1,0,13,7,0.9,1.2,475,635,60,41,10,12.4,1,1.05,74.8,16,31,18,443,4,0
Kike Pérez,es ESP,MF,Valladolid,es La Liga,27.0,19,14,1191,2,0,20,4,2.1,1.0,440,564,67,37,7,13.2,2,1.51,78.0,17,36,19,344,6,0
Luis Pérez,es ESP,DF,Valladolid,es La Liga,29.0,30,28,2558,0,0,5,2,0.2,2.1,905,1195,89,41,29,28.4,0,0.18,75.7,27,53,41,585,2,0
Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,24.0,2,2,180,0,0,0,0,0.0,0.0,49,60,4,1,1,2.0,0,0.0,81.7,0,0,2,28,0,0
Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,29.0,2,2,180,0,0,0,0,0.0,0.0,13,49,0,0,0,2.0,0,0.0,26.5,0,0,0,22,0,0
Mattia Perin,it ITA,GK,Juventus,it Serie A,31.0,5,5,450,0,0,0,0,0.0,0.0,145,182,0,0,0,5.0,0,0.0,79.7,0,0,0,123,0,0
Romain Perraud,fr FRA,DF,Betis,es La Liga,26.0,28,22,2002,2,2,20,5,0.6,1.6,921,1157,62,36,22,22.2,4,0.9,79.6,16,36,51,766,8,1
Lucas Perri,br BRA,GK,Lyon,fr Ligue 1,26.0,33,33,2970,0,0,0,0,0.0,0.0,799,1040,0,1,0,33.0,0,0.0,76.8,1,4,0,696,1,0
Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,28.0,34,31,2691,10,11,59,26,6.1,7.8,728,1031,142,49,12,29.9,21,1.97,70.6,73,125,83,798,2,0
Máximo Perrone,ar ARG,MF,Como,it Serie A,21.0,26,20,1857,0,3,10,2,0.9,2.2,1214,1343,98,38,20,20.6,3,0.48,90.4,30,49,16,934,6,0
Noah Pesch,hr CRO,FW,Gladbach,de Bundesliga,19.0,1,0,6,0,0,0,0,0.0,0.0,2,4,1,1,0,0.1,0,0.0,50.0,0,0,0,2,0,0
Matteo Pessina,it ITA,MF,Monza,it Serie A,27.0,11,10,854,0,0,3,0,0.2,0.1,424,490,28,15,12,9.5,0,0.32,86.5,4,9,8,333,2,0
Andrea Petagna,it ITA,FW,Monza,it Serie A,29.0,13,2,335,0,0,4,0,0.2,0.0,45,70,1,2,1,3.7,0,1.07,64.3,1,2,2,66,1,0
Prosper Peter,ng NGA,"MF,FW",Angers,fr Ligue 1,16.0,2,0,27,0,0,0,0,0.0,0.0,1,2,0,2,0,0.3,0,0.0,50.0,0,0,0,2,0,0
Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,27.0,31,29,2634,0,3,7,3,0.6,1.6,1114,1385,93,62,42,29.3,3,0.24,80.4,16,40,28,766,4,0
Đorđe Petrović,rs SRB,GK,Strasbourg,fr Ligue 1,24.0,31,31,2790,0,0,0,0,0.0,0.0,1244,1547,1,1,0,31.0,0,0.0,80.4,0,2,1,1094,2,0
Giuseppe Pezzella,it ITA,"DF,FW",Empoli,it Serie A,26.0,35,34,2878,0,3,15,3,0.6,4.6,829,1246,80,55,15,32.0,3,0.47,66.5,36,59,77,673,7,0
Valentín Pezzolesi,es ESP,DF,Las Palmas,es La Liga,17.0,1,0,6,0,0,0,0,0.0,0.0,2,5,0,0,0,0.1,0,0.0,40.0,0,0,0,2,0,0
Luca Philipp,de GER,GK,Hoffenheim,de Bundesliga,23.0,6,6,540,0,0,0,0,0.0,0.0,123,194,0,1,0,6.0,0,0.0,63.4,0,1,0,100,0,0
Maximilian Philipp,de GER,"MF,FW",Freiburg,de Bundesliga,30.0,2,0,17,0,0,1,0,0.0,0.0,3,7,0,0,0,0.2,0,5.29,42.9,0,0,0,3,0,0
Kalvin Phillips,eng ENG,MF,Ipswich Town,eng Premier League,28.0,19,14,1237,0,0,11,2,0.4,0.2,436,551,51,35,19,13.7,0,0.8,79.1,5,17,4,310,6,1
Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,eng Premier League,22.0,11,2,332,0,0,7,0,0.5,0.3,63,86,4,11,3,3.7,0,1.9,73.3,1,5,7,75,4,1
Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,eng Premier League,22.0,10,5,474,2,0,12,5,2.0,0.2,95,131,10,14,10,5.3,2,2.28,72.5,5,9,13,127,1,0
Pica,es ESP,DF,Alavés,es La Liga,22.0,9,5,499,0,0,4,1,0.3,0.0,155,201,15,9,9,5.5,0,0.72,77.1,1,3,3,124,1,0
Roberto Piccoli,it ITA,FW,Cagliari,it Serie A,23.0,37,37,3127,10,1,97,28,12.7,0.9,343,517,37,13,3,34.7,11,2.79,66.3,13,57,30,511,6,0
Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27.0,18,7,785,1,2,20,9,2.3,1.1,134,212,19,5,2,8.7,3,2.29,63.2,12,30,18,152,1,0
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30.0,38,38,3420,0,1,0,0,0.0,0.4,1057,1595,0,1,1,38.0,1,0.0,66.3,2,13,0,989,7,0
Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,26.0,23,16,1498,0,0,7,1,0.4,0.6,790,932,62,32,24,16.6,0,0.42,84.8,4,5,11,570,3,0
Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,24.0,31,26,2206,7,4,57,17,8.9,4.0,363,552,59,23,8,24.5,11,2.33,65.8,30,69,23,467,7,0
Nicholas Pierini,it ITA,MF,Venezia,it Serie A,25.0,2,0,83,0,0,1,0,0.0,0.1,15,20,2,0,0,0.9,0,1.08,75.0,2,2,1,16,0,0
Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23.0,36,22,1937,4,2,32,7,3.1,2.4,311,436,38,46,14,21.5,6,1.49,71.3,25,50,43,353,6,1
Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24.0,30,21,1723,0,0,6,0,0.2,0.4,696,833,82,51,19,19.1,0,0.31,83.6,10,39,13,512,2,0
Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25.0,36,33,2850,10,1,78,29,7.7,1.7,419,667,46,10,1,31.7,11,2.46,62.8,15,48,20,491,4,0
Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31.0,22,21,1913,2,0,10,6,1.1,1.2,924,1080,41,35,24,21.3,2,0.47,85.6,8,21,3,633,2,0
Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,21.0,34,25,1934,4,7,29,8,3.9,5.3,523,708,66,60,8,21.5,11,1.35,73.9,37,67,42,565,11,0
Nicola Pintus,it ITA,DF,Cagliari,it Serie A,19.0,1,0,4,0,0,0,0,0.0,0.0,1,1,0,0,0,0.0,0,0.0,100.0,0,0,0,1,0,0
Niccolò Pisilli,it ITA,MF,Roma,it Serie A,19.0,28,11,1227,2,1,27,7,2.7,0.7,471,564,63,24,11,13.6,3,1.98,83.5,10,35,22,389,7,0
Damián Pizarro,cl CHI,"FW,MF",Udinese,it Serie A,19.0,2,0,16,0,0,0,0,0.0,0.0,2,3,0,0,0,0.2,0,0.0,66.7,0,0,0,0,0,0
Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,22.0,9,8,736,0,0,0,0,0.0,0.0,239,322,0,0,0,8.2,0,0.0,74.2,0,0,0,210,0,0
Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31.0,30,24,1902,11,4,41,12,7.4,3.1,573,795,116,7,2,21.1,15,1.94,72.1,25,72,51,601,3,0
Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25.0,21,13,1178,2,2,24,8,2.1,1.4,384,468,42,33,14,13.1,4,1.83,82.1,12,27,12,293,6,2
Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,28.0,2,0,48,0,0,1,0,0.0,0.0,11,16,2,0,0,0.5,0,1.87,68.8,0,0,1,13,0,0
Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,29.0,20,19,1603,6,0,34,13,7.5,1.7,211,350,29,3,4,17.8,6,1.91,60.3,15,33,9,249,1,0
Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30.0,37,34,2804,3,4,56,14,3.1,4.8,873,1261,129,29,13,31.2,7,1.8,69.2,56,105,135,920,3,0
Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20.0,1,0,1,0,0,0,0,0.0,0.0,1,1,0,0,0,0.0,0,0.0,100.0,0,0,0,1,0,0
Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,26.0,19,14,1292,0,0,2,1,0.2,0.2,691,775,34,18,12,14.4,0,0.14,89.2,5,12,7,560,3,1
Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32.0,28,28,2520,0,0,0,0,0.0,0.0,575,782,1,0,1,28.0,0,0.0,73.5,1,7,0,439,2,0
Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,27.0,31,20,1970,2,3,29,12,1.9,2.0,489,731,58,45,21,21.9,5,1.32,66.9,22,61,42,418,3,0
Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24.0,33,28,2610,2,6,39,8,1.6,5.0,1385,1892,154,66,36,29.0,8,1.34,73.2,57,108,65,1187,5,0
Portu,es ESP,"FW,MF",Girona,es La Liga,32.0,27,6,779,1,2,8,3,1.6,1.7,169,237,16,13,0,8.7,3,0.92,71.3,14,25,20,168,4,0
Stefan Posch,at AUT,DF,Bologna,it Serie A,27.0,14,7,714,0,0,2,0,0.3,0.7,396,505,36,26,5,7.9,0,0.25,78.4,10,18,11,295,1,0
Stefan Posch,at AUT,DF,Atalanta,it Serie A,27.0,5,4,387,0,0,3,2,0.2,0.0,205,245,23,18,4,4.3,0,0.7,83.7,0,5,5,202,0,0
Tom Pouilly,fr FRA,"DF,MF",Lens,fr Ligue 1,21.0,10,2,273,0,0,5,2,0.4,0.4,171,218,11,9,4,3.0,0,1.65,78.4,3,8,12,152,1,0
Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30.0,22,2,378,2,0,15,8,3.3,0.6,84,141,12,10,0,4.2,2,3.57,59.6,7,15,2,89,1,0
Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23.0,30,21,1715,1,0,16,5,1.0,1.1,647,789,78,55,28,19.1,1,0.84,82.0,11,21,20,480,7,0
Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23.0,23,19,1566,0,1,12,1,0.9,2.8,704,969,63,42,9,17.4,1,0.69,72.7,18,35,28,605,1,0
Matteo Prati,it ITA,MF,Cagliari,it Serie A,20.0,12,8,570,0,0,4,0,0.1,0.7,180,250,23,10,7,6.3,0,0.63,72.0,6,11,2,155,1,0
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31.0,24,3,456,2,0,13,4,2.2,0.1,58,87,7,2,1,5.1,2,2.57,66.7,3,7,0,77,4,0
David Preu,de GER,"MF,DF",Union Berlin,de Bundesliga,19.0,5,1,121,0,0,2,0,0.1,0.0,20,37,3,1,0,1.3,0,1.49,54.1,0,4,1,31,1,0
Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29.0,2,2,174,0,0,0,0,0.0,0.0,80,95,5,0,2,1.9,0,0.0,84.2,0,2,2,70,0,0
Ivan Provedel,it ITA,GK,Lazio,it Serie A,30.0,29,29,2610,0,0,0,0,0.0,0.3,865,1118,4,0,1,29.0,0,0.0,77.4,3,13,0,744,0,0
Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28.0,5,2,161,0,0,8,2,0.5,0.1,18,48,1,3,0,1.8,0,4.47,37.5,1,1,1,38,0,0
Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26.0,35,35,2974,12,4,66,19,11.6,3.0,521,678,75,22,5,33.0,16,2.0,76.8,22,55,73,623,8,0
Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,25.0,10,5,396,0,1,4,1,0.1,0.6,137,195,8,9,3,4.4,1,0.91,70.3,8,14,13,109,0,0
Diego Pugno,it ITA,FW,Juventus,it Serie A,18.0,1,0,7,0,0,0,0,0.0,0.1,2,2,0,0,0,0.1,0,0.0,100.0,1,1,0,2,0,0
Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25.0,34,29,2478,11,9,53,20,12.0,6.4,825,1078,105,43,5,27.5,20,1.92,76.5,69,125,121,859,1,0
Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21.0,13,4,495,0,0,1,0,0.1,0.1,356,392,19,12,7,5.5,0,0.18,90.8,2,3,3,268,2,0
Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,20.0,27,17,1747,2,2,16,4,1.1,1.0,648,802,49,25,19,19.4,4,0.82,80.8,10,26,3,531,8,0
Dani Raba,es ESP,"FW,MF",Leganés,es La Liga,28.0,29,24,1879,8,6,39,12,7.5,5.3,435,648,69,37,14,20.9,14,1.87,67.1,47,107,42,523,6,0
Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29.0,29,27,2485,9,4,48,22,7.3,3.8,1309,1543,168,49,21,27.6,13,1.74,84.8,28,66,79,1096,4,0
Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27.0,15,15,1350,0,0,0,0,0.0,0.0,315,546,0,0,0,15.0,0,0.0,57.7,0,7,0,370,1,0
Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25.0,18,14,1058,0,0,10,2,0.5,1.4,409,527,51,44,4,11.8,0,0.85,77.6,16,36,13,317,4,0
Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,22.0,2,1,145,0,0,0,0,0.0,0.0,46,70,0,0,0,1.6,0,0.0,65.7,0,2,0,44,0,0
Arnau Rafús,es ESP,GK,Valladolid,es La Liga,21.0,1,1,90,0,0,0,0,0.0,0.0,33,43,0,0,0,1.0,0,0.0,76.7,0,0,0,22,0,0
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32.0,36,36,3207,2,0,35,8,2.0,1.6,1572,1773,108,31,29,35.6,2,0.98,88.7,13,27,31,1108,7,1
Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20.0,9,0,94,0,0,1,1,0.3,0.1,17,26,2,2,0,1.0,0,0.96,65.4,1,2,2,21,0,0
Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28.0,29,21,1807,1,1,17,6,0.6,1.1,696,848,60,51,24,20.1,2,0.85,82.1,16,35,9,537,4,0
Benito Ramírez,es ESP,"DF,FW",Las Palmas,es La Liga,29.0,19,2,478,0,0,10,1,0.3,0.9,259,326,16,10,1,5.3,0,1.88,79.4,13,28,14,211,2,1
Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29.0,31,25,2034,9,3,51,20,4.1,3.4,438,682,52,27,16,22.6,12,2.26,64.2,28,59,52,469,6,0
Jacobo Ramón,es ESP,DF,Real Madrid,es La Liga,19.0,3,2,204,1,0,2,1,0.2,0.2,84,90,1,7,3,2.3,1,0.88,93.3,1,4,0,59,1,0
Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23.0,22,12,1066,10,3,52,29,13.6,2.2,193,241,24,11,0,11.8,13,4.39,80.1,15,30,11,155,1,0
Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26.0,30,30,2700,0,0,0,0,0.0,0.0,774,1223,0,0,2,30.0,0,0.0,63.3,0,3,0,786,2,0
Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23.0,29,19,1623,1,3,19,4,1.6,2.3,497,586,68,30,8,18.0,4,1.05,84.8,21,51,61,496,4,1
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25.0,35,34,2981,0,3,10,4,1.1,1.7,1538,1800,80,42,27,33.1,3,0.3,85.4,16,28,25,1234,7,0
Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21.0,2,0,20,0,0,0,0,0.0,0.0,8,12,1,1,0,0.2,0,0.0,66.7,0,0,1,10,1,0
Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24.0,29,14,1318,0,3,14,1,0.7,2.0,392,564,47,41,15,14.6,3,0.96,69.5,14,32,33,404,1,2
Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27.0,36,32,2839,18,9,112,40,19.2,12.7,1064,1497,135,36,11,31.5,27,3.55,71.1,91,163,94,1016,4,0
Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,26.0,15,12,978,4,1,16,9,1.7,2.1,253,343,21,7,4,10.9,5,1.47,73.8,15,29,20,293,2,0
Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,26.0,10,4,444,2,2,18,5,3.1,2.3,117,164,13,10,1,4.9,4,3.65,71.3,13,27,22,127,0,0
Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24.0,26,11,1103,6,1,42,14,4.0,2.4,280,410,42,18,3,12.3,7,3.43,68.3,28,51,18,263,1,0
Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26.0,35,34,3065,2,3,31,7,1.8,5.7,1435,1759,145,71,27,34.1,5,0.91,81.6,36,91,122,1190,5,0
Raúl,es ESP,"FW,MF",Osasuna,es La Liga,23.0,32,5,750,4,0,25,12,3.5,0.7,116,168,16,13,0,8.3,4,3.0,69.0,3,16,10,153,1,0
David Raum,de GER,DF,RB Leipzig,de Bundesliga,26.0,22,21,1783,1,5,9,4,0.5,6.5,841,1212,71,38,9,19.8,6,0.45,69.4,48,73,36,593,5,0
