Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,Sh,SoT,xG,xAG,Cmp,Att,PrgP,Tkl,Int,90s,G+A,Sh/90,Cmp%,KP,SCA,PrgC,Carries,CrdY,CrdR
Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29.0,3,3,270,0,0,0,0,0.0,0.0,106,151,0,0,0,3.0,0,0.0,70.2,0,0,0,103,0,0
Daniel Luna,co COL,MF,Mallorca,es La Liga,21.0,2,0,20,0,0,0,0,0.0,0.0,8,13,0,0,0,0.2,0,0.0,61.5,0,1,1,11,0,0
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25.0,7,7,630,0,1,0,0,0.0,0.9,174,202,0,1,0,7.0,1,0.0,86.1,1,1,0,116,0,0
Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31.0,11,2,201,0,0,0,0,0.0,0.0,50,66,6,9,2,2.2,0,0.0,75.8,0,0,0,46,0,0
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27.0,36,36,3240,1,3,21,5,2.2,1.3,1315,1568,96,48,33,36.0,4,0.58,83.9,8,30,22,1060,4,0
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22.0,26,19,1606,2,2,23,4,2.1,3.1,181,302,31,10,4,17.8,4,1.29,59.9,17,35,70,347,2,0
Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30.0,17,12,1048,0,4,6,2,0.2,1.6,504,706,49,23,11,11.6,4,0.52,71.4,19,33,10,368,3,0
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25.0,32,32,2733,0,1,24,3,1.1,0.6,1099,1326,91,72,65,30.4,1,0.79,82.9,8,32,9,849,9,0
Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,20.0,6,0,92,0,0,1,0,0.1,0.1,40,54,1,1,2,1.0,0,0.98,74.1,1,1,0,42,0,0
Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18.0,12,2,361,1,1,10,3,0.7,0.2,51,78,2,3,1,4.0,2,2.49,65.4,3,4,8,95,1,0
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22.0,29,10,1139,1,2,19,5,0.9,2.7,609,747,50,29,15,12.7,3,1.5,81.5,19,52,31,505,2,0
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25.0,35,30,2599,5,5,38,13,2.8,4.7,1273,1524,177,95,22,28.9,10,1.32,83.5,45,120,36,914,6,0
Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30.0,27,20,1805,1,4,23,5,2.3,2.1,763,913,45,36,16,20.1,5,1.15,83.6,20,45,42,605,7,2
Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,18.0,2,0,8,0,0,1,0,0.1,0.0,3,5,0,0,0,0.1,0,11.25,60.0,0,0,0,4,0,0
Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24.0,32,23,1953,11,2,49,21,6.5,3.0,454,707,59,8,7,21.7,13,2.26,64.2,27,74,30,449,2,0
Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31.0,18,7,639,0,1,14,2,0.9,0.5,160,268,19,5,5,7.1,1,1.97,59.7,8,15,17,173,0,0
Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25.0,12,10,790,0,0,10,2,0.3,0.2,301,408,46,19,2,8.8,0,1.14,73.8,6,10,25,256,4,0
James Maddison,eng ENG,MF,Tottenham,eng Premier League,27.0,31,21,1809,9,7,39,17,5.8,4.2,1021,1256,164,31,12,20.1,16,1.94,81.3,41,95,45,1026,6,0
Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23.0,2,0,15,0,0,0,0,0.0,0.1,6,6,1,0,0,0.2,0,0.0,100.0,1,1,1,7,1,0
Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22.0,32,27,2033,7,3,80,30,9.6,4.2,530,685,69,25,10,22.6,10,3.54,77.4,32,79,154,641,3,0
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27.0,30,28,2368,0,2,7,1,0.3,4.1,736,1039,74,60,25,26.3,2,0.27,70.8,29,60,46,671,7,0
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26.0,28,28,2363,3,1,22,5,2.6,0.9,1480,1641,126,25,16,26.3,4,0.84,90.2,13,35,10,1116,4,0
Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20.0,21,12,1025,0,1,8,3,0.5,0.9,540,638,63,47,21,11.4,1,0.7,84.6,7,19,6,386,5,1
Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23.0,8,0,119,0,0,1,0,0.1,0.1,76,84,13,2,1,1.3,0,0.76,90.5,1,4,4,68,0,0
Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28.0,17,11,1065,1,0,11,2,1.1,0.0,317,393,31,20,17,11.8,1,0.93,80.7,1,4,4,251,2,0
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26.0,32,27,2323,1,0,19,6,0.8,0.4,920,1083,80,52,18,25.8,1,0.74,84.9,6,28,21,694,5,0
Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24.0,31,17,1516,5,1,44,18,6.0,1.5,178,251,25,8,4,16.8,6,2.61,70.9,9,29,17,244,5,1
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31.0,27,19,1758,1,0,15,6,1.8,0.6,965,1128,51,30,40,19.5,1,0.77,85.5,9,20,7,782,7,0
Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23.0,2,0,7,0,0,0,0,0.0,0.0,7,13,1,1,0,0.1,0,0.0,53.8,0,1,0,9,0,0
Arne Maier,de GER,MF,Augsburg,de Bundesliga,25.0,28,7,938,0,0,18,6,1.5,1.5,450,588,44,13,6,10.4,0,1.73,76.5,25,44,19,390,0,1
Mike Maignan,fr FRA,GK,Milan,it Serie A,29.0,37,37,3294,0,0,0,0,0.0,0.8,1338,1553,4,0,0,36.6,0,0.0,86.2,5,6,0,1026,1,0
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29.0,34,34,3060,1,1,25,8,1.9,0.3,1425,1669,102,58,68,34.0,2,0.74,85.4,7,28,21,1171,3,0
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19.0,25,19,1651,0,0,15,2,0.7,1.6,723,836,65,46,19,18.3,0,0.82,86.5,14,34,22,652,5,0
Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,26.0,32,20,1985,1,4,22,7,2.9,3.4,1049,1234,102,71,25,22.1,5,1.0,85.0,27,55,33,750,1,0
Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24.0,15,15,1350,0,0,0,0,0.0,0.0,304,407,1,0,0,15.0,0,0.0,74.7,0,1,0,233,1,0
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26.0,9,3,304,2,1,6,4,1.4,1.1,98,141,17,2,1,3.4,3,1.78,69.5,8,13,8,111,1,0
Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18.0,4,0,32,0,0,0,0,0.0,0.0,17,18,2,0,0,0.4,0,0.0,94.4,0,0,1,16,0,0
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22.0,19,7,745,0,0,0,0,0.0,0.2,242,306,15,16,7,8.3,0,0.0,79.1,2,9,9,203,1,0
Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26.0,33,27,2150,0,3,7,0,0.3,0.9,1051,1183,92,42,17,23.9,3,0.29,88.8,8,38,11,818,4,1
Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,32.0,7,7,581,0,0,1,0,0.0,0.0,288,310,11,9,6,6.5,0,0.15,92.9,2,8,1,214,2,0
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24.0,3,2,100,0,0,0,0,0.0,0.0,49,55,3,2,1,1.1,0,0.0,89.1,1,2,3,37,1,0
Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18.0,1,0,2,0,0,0,0,0.0,0.0,2,2,0,0,0,0.0,0,0.0,100.0,0,0,0,1,0,0
Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23.0,10,5,454,1,1,3,1,0.2,0.5,261,302,24,11,7,5.0,2,0.59,86.4,2,5,8,224,1,0
Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22.0,20,16,1306,3,0,39,13,4.8,0.9,261,382,34,14,4,14.5,3,2.69,68.3,12,40,41,388,5,0
Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22.0,10,2,258,3,0,10,5,1.9,0.2,61,97,7,2,2,2.9,3,3.49,62.9,3,9,12,95,0,0
Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25.0,22,17,1510,0,1,17,3,0.9,0.9,398,560,72,45,16,16.8,1,1.01,71.1,12,30,10,299,5,1
Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25.0,14,2,305,3,0,15,9,2.2,0.2,53,77,6,7,0,3.4,3,4.43,68.8,3,6,12,79,0,0
Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25.0,14,6,614,3,0,19,6,2.9,0.2,136,190,17,0,3,6.8,3,2.79,71.6,1,12,23,187,1,0
Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31.0,9,4,383,0,2,9,3,0.2,1.5,164,201,32,12,1,4.3,2,2.11,81.6,8,17,3,151,2,0
Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24.0,11,10,760,0,0,3,0,0.3,0.0,194,271,14,20,14,8.4,0,0.36,71.6,1,7,1,147,1,0
Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,24.0,5,0,26,0,0,0,0,0.0,0.0,8,14,0,2,0,0.3,0,0.0,57.1,0,0,1,5,1,0
Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18.0,1,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,,0,0,0,1,0,0
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23.0,34,34,3060,0,0,0,0,0.0,0.1,732,1080,0,2,1,34.0,0,0.0,67.8,2,9,1,574,2,0
Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25.0,33,23,1995,4,4,49,20,5.5,4.2,631,793,60,13,8,22.2,8,2.21,79.6,45,80,67,665,0,0
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24.0,1,0,21,0,0,1,1,0.0,0.0,14,17,0,0,1,0.2,0,4.29,82.4,0,0,0,14,0,0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,28.0,37,36,3143,2,0,22,5,1.7,0.9,1689,1965,139,42,35,34.9,2,0.63,86.0,14,41,45,1341,8,0
Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39.0,18,17,1486,0,0,0,0,0.0,0.1,353,499,0,0,0,16.5,0,0.0,70.7,2,4,0,305,0,0
Christos Mandas,gr GRE,GK,Lazio,it Serie A,22.0,9,9,810,0,0,0,0,0.0,0.0,240,335,3,0,0,9.0,0,0.0,71.6,0,2,0,237,0,0
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30.0,19,10,941,0,0,1,1,0.1,0.1,515,612,34,18,16,10.5,0,0.1,84.2,2,7,14,421,4,0
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32.0,24,20,1733,0,0,6,2,0.3,0.4,1104,1244,82,31,15,19.3,0,0.31,88.7,5,23,12,736,3,0
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27.0,28,22,1856,4,2,37,14,2.7,4.8,724,931,92,23,15,20.6,6,1.79,77.8,31,56,11,580,7,0
Mateus Mane,,MF,Wolves,eng Premier League,,1,0,2,0,0,0,0,0.0,0.0,4,5,0,0,0,0.0,0,0.0,80.0,0,0,0,2,0,0
Orel Mangala,be BEL,MF,Everton,eng Premier League,26.0,19,14,1261,1,0,16,6,1.1,0.6,437,490,34,16,21,14.0,1,1.14,89.2,8,24,6,298,2,0
Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26.0,1,1,67,0,0,1,0,0.1,0.0,29,32,7,1,0,0.7,0,1.34,90.6,1,3,1,26,0,0
Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28.0,24,18,1462,0,1,8,1,0.3,3.2,619,803,35,28,17,16.2,1,0.49,77.1,34,50,14,483,2,0
Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30.0,10,7,515,0,0,0,0,0.0,0.0,335,373,24,7,7,5.7,0,0.0,89.8,0,1,3,248,1,0
Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,18.0,11,4,335,2,1,11,3,1.3,0.4,108,143,10,8,4,3.7,3,2.96,75.5,3,13,7,118,2,0
Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19.0,1,0,6,0,0,1,0,0.1,0.0,11,12,0,0,0,0.1,0,15.0,91.7,0,1,0,8,0,0
Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22.0,25,7,768,1,1,19,5,2.0,1.0,128,185,11,9,3,8.5,2,2.23,69.2,5,10,9,181,2,0
Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,21.0,2,1,46,0,0,0,0,0.0,0.0,12,20,1,1,0,0.5,0,0.0,60.0,0,0,0,11,0,0
Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,21.0,8,5,354,0,0,2,1,0.3,0.0,110,150,10,8,2,3.9,0,0.51,73.3,0,1,2,89,2,0
Marcão,br BRA,DF,Sevilla,es La Liga,28.0,12,6,552,0,0,0,0,0.0,0.0,284,315,19,10,7,6.1,0,0.0,90.2,0,2,0,216,6,1
Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30.0,8,1,168,0,0,2,0,0.1,0.3,60,95,2,6,2,1.9,0,1.07,63.2,3,7,5,57,2,0
Filip Marchwiński,pl POL,MF,Lecce,it Serie A,22.0,1,0,15,0,0,0,0,0.0,0.0,4,5,0,0,0,0.2,0,0.0,80.0,0,0,0,3,0,0
Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35.0,26,17,1564,0,4,8,2,1.0,2.6,800,1010,102,32,16,17.4,4,0.46,79.2,19,47,26,478,0,0
Alberto Marí,es ESP,FW,Valencia,es La Liga,23.0,1,0,7,0,0,0,0,0.0,0.0,2,4,1,0,0,0.1,0,0.0,50.0,0,1,0,2,0,0
Pablo Marí,es ESP,DF,Monza,it Serie A,30.0,19,19,1628,0,0,2,0,0.2,0.1,997,1112,58,26,37,18.1,0,0.11,89.7,3,16,5,765,4,1
Pablo Marí,es ESP,DF,Fiorentina,it Serie A,30.0,13,12,1098,0,0,5,1,0.1,0.0,565,619,27,14,25,12.2,0,0.41,91.3,0,10,2,409,2,0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29.0,27,20,1999,0,1,5,1,0.4,0.2,1250,1362,64,26,27,22.2,1,0.23,91.8,2,7,3,1006,5,0
Luca Marianucci,it ITA,DF,Empoli,it Serie A,20.0,18,12,1069,0,0,8,2,0.6,0.2,354,461,28,28,19,11.9,0,0.67,76.8,3,12,12,299,0,1
Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29.0,8,1,106,0,0,1,0,0.2,0.0,26,41,3,1,1,1.2,0,0.85,63.4,1,2,1,25,0,0
Mirko Marić,hr CRO,FW,Venezia,it Serie A,29.0,10,4,356,0,0,6,0,0.6,0.0,85,114,9,6,1,4.0,0,1.52,74.6,2,9,4,83,0,0
Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,es La Liga,19.0,9,1,241,2,0,10,5,1.0,0.1,47,68,4,1,1,2.7,2,3.73,69.1,2,7,3,60,1,0
Rafa Marín,es ESP,DF,Napoli,it Serie A,22.0,4,1,142,0,0,2,1,0.2,0.0,115,118,5,1,1,1.6,0,1.27,97.5,0,0,2,78,1,0
Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21.0,23,14,1239,1,2,21,7,1.4,1.0,374,467,45,25,5,13.8,3,1.53,80.1,14,26,20,349,3,0
Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28.0,33,13,1406,3,2,21,8,2.4,3.6,564,741,84,22,2,15.6,5,1.34,76.1,34,62,22,471,4,0
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30.0,28,27,2340,1,1,12,5,0.9,1.0,1151,1333,96,40,41,26.0,2,0.46,86.3,5,19,14,962,4,1
Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23.0,30,27,2399,0,1,10,0,0.4,1.5,1112,1495,106,61,38,26.7,1,0.38,74.4,16,39,33,793,5,0
Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25.0,16,14,1175,7,0,49,17,5.5,2.8,252,318,37,13,6,13.1,7,3.75,79.2,15,39,29,320,0,0
Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25.0,17,17,1448,15,9,75,34,8.8,6.2,300,430,50,12,2,16.1,24,4.66,69.8,34,91,73,442,2,0
Mario Maroto,es ESP,MF,Valladolid,es La Liga,20.0,2,0,64,0,1,1,0,0.0,0.1,31,41,2,0,2,0.7,1,1.41,75.6,1,2,0,22,0,0
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30.0,22,19,1725,2,0,8,3,1.1,0.8,1736,1830,151,30,11,19.2,2,0.42,94.9,9,31,29,1335,3,0
Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22.0,2,2,180,0,0,0,0,0.0,0.0,46,57,0,0,0,2.0,0,0.0,80.7,0,0,0,29,0,0
Ange Martial Tia,ml MLI,"MF,DF",Reims,fr Ligue 1,17.0,6,2,171,0,0,4,2,1.3,0.0,44,62,8,4,2,1.9,0,2.11,71.0,2,4,2,43,0,0
Aarón Martín,es ESP,DF,Genoa,it Serie A,27.0,36,35,3085,0,8,16,4,0.9,5.5,1221,1685,90,71,19,34.3,8,0.47,72.5,65,95,50,878,5,0
Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22.0,26,16,1333,2,2,26,12,2.3,2.7,261,400,21,43,5,14.8,4,1.76,65.3,13,29,13,305,3,0
Diego Martín,es ESP,FW,Las Palmas,es La Liga,20.0,2,0,40,0,0,1,0,0.0,0.0,8,15,2,1,0,0.4,0,2.25,53.3,0,2,1,10,0,0
Gerard Martín,es ESP,DF,Barcelona,es La Liga,22.0,28,11,1038,1,3,7,2,0.5,1.1,656,789,40,22,13,11.5,4,0.61,83.1,12,27,10,413,2,0
Iván Martín,es ESP,MF,Girona,es La Liga,25.0,32,24,2039,1,1,11,3,1.8,1.9,1251,1387,131,32,11,22.7,2,0.49,90.2,22,56,57,1044,1,0
Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18.0,13,6,904,0,1,9,1,0.6,0.2,468,539,34,11,7,10.0,1,0.9,86.8,4,8,4,375,2,0
Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34.0,17,5,496,1,0,3,1,0.4,0.3,277,312,21,13,8,5.5,1,0.54,88.8,3,8,8,169,2,0
Mario Martín,es ESP,MF,Valladolid,es La Liga,20.0,30,20,1748,0,1,28,13,1.8,1.4,677,801,66,62,21,19.4,1,1.44,84.5,12,33,18,558,8,3
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23.0,33,25,2290,8,4,55,24,7.4,5.0,499,699,52,23,5,25.4,12,2.16,71.4,40,74,124,670,1,0
Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21.0,32,30,2624,2,2,19,6,1.2,2.2,1603,1855,162,51,31,29.2,4,0.65,86.4,18,56,41,1183,3,0
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31.0,37,37,3194,0,0,0,0,0.0,0.5,1091,1387,4,3,0,35.5,0,0.0,78.7,2,6,0,889,5,1
Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33.0,28,28,2490,0,4,13,2,0.5,2.6,2217,2435,260,25,18,27.7,4,0.47,91.0,16,45,70,1711,5,0
Javi Martínez,es ESP,MF,Osasuna,es La Liga,24.0,1,0,6,0,0,0,0,0.0,0.0,9,9,1,0,0,0.1,0,0.0,100.0,0,0,0,6,0,0
Josep Martinez,es ESP,GK,Inter,it Serie A,26.0,5,5,450,0,0,0,0,0.0,0.1,206,241,0,0,0,5.0,0,0.0,85.5,1,1,0,176,0,0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26.0,30,30,2474,12,3,99,33,13.5,4.3,472,634,68,30,10,27.5,15,3.6,74.4,36,77,34,625,1,0
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26.0,20,20,1751,2,1,17,6,1.3,1.1,1200,1342,117,40,32,19.5,3,0.87,89.4,9,26,23,1017,7,0
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28.0,8,4,351,1,0,3,1,0.7,0.0,226,255,14,12,3,3.9,1,0.77,88.6,1,4,3,181,1,0
Ramón Martínez,es ESP,DF,Sevilla,es La Liga,21.0,5,2,261,1,0,4,3,0.3,0.1,119,130,5,6,2,2.9,1,1.38,91.5,1,6,1,85,0,0
Toni Martínez,es ESP,FW,Alavés,es La Liga,27.0,28,9,1012,4,0,46,15,3.6,0.6,140,240,11,12,1,11.2,4,4.09,58.3,11,27,13,162,1,0
Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19.0,9,1,183,0,1,0,0,0.0,0.4,38,56,6,5,1,2.0,1,0.0,67.9,2,2,3,51,1,0
Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25.0,3,0,53,0,0,0,0,0.0,0.0,6,7,0,0,0,0.6,0,0.0,85.7,0,1,0,6,1,0
Adam Marušić,me MNE,DF,Lazio,it Serie A,31.0,35,26,2337,4,0,23,10,2.0,0.6,1053,1240,84,32,16,26.0,4,0.89,84.9,13,33,23,683,1,0
Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24.0,23,9,1038,0,0,5,0,0.2,1.1,370,502,30,25,15,11.5,0,0.43,73.7,6,14,29,309,4,0
Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31.0,32,21,1992,1,0,9,2,0.5,0.2,809,963,75,27,49,22.1,1,0.41,84.0,3,15,10,589,5,1
Adam Masina,ma MAR,DF,Torino,it Serie A,30.0,28,20,1919,1,2,8,2,0.7,0.3,1066,1267,73,33,27,21.3,3,0.38,84.1,4,21,15,853,5,0
Patrizio Masini,it ITA,MF,Genoa,it Serie A,23.0,26,16,1538,1,0,8,1,0.4,0.2,499,649,44,54,15,17.1,1,0.47,76.9,6,24,16,391,3,0
Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30.0,14,12,1055,2,1,30,15,3.9,1.1,200,284,19,18,4,11.7,3,2.56,70.4,10,29,26,220,1,0
Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25.0,16,10,910,1,1,7,4,0.6,0.9,349,422,35,14,12,10.1,2,0.69,82.7,3,7,1,290,2,0
Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23.0,17,11,1046,0,0,6,3,0.4,0.4,375,443,28,17,17,11.6,0,0.52,84.7,3,12,13,345,5,0
Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31.0,29,27,2370,0,4,5,0,0.2,1.4,1448,1636,88,41,46,26.3,4,0.19,88.5,11,25,20,1168,6,0
Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35.0,30,4,656,0,0,17,6,2.6,0.1,127,187,10,8,3,7.3,0,2.33,67.9,3,16,6,118,9,0
Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21.0,16,2,312,1,0,12,4,1.1,0.0,57,75,6,2,1,3.5,1,3.46,76.0,1,8,2,78,0,0
Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21.0,36,22,1913,3,2,34,13,3.7,1.6,889,1029,88,49,30,21.3,5,1.6,86.4,15,45,33,772,6,0
Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22.0,3,1,68,0,0,0,0,0.0,0.1,35,41,7,3,1,0.8,0,0.0,85.4,1,1,0,23,0,0
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27.0,37,33,2648,14,2,68,29,13.5,3.2,291,447,52,18,2,29.4,16,2.31,65.1,29,65,45,400,2,0
Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35.0,29,25,2010,0,1,2,1,0.1,1.3,1230,1415,150,42,18,22.3,1,0.09,86.9,17,49,35,979,1,0
Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,16.0,5,0,66,0,0,0,0,0.0,0.0,22,24,2,1,0,0.7,0,0.0,91.7,0,0,1,22,1,0
Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22.0,30,28,2551,1,1,14,2,1.8,0.3,1139,1324,84,31,52,28.3,2,0.49,86.0,5,17,14,910,4,0
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19.0,24,10,921,2,3,10,3,1.9,1.7,260,350,28,29,4,10.2,5,0.98,74.3,18,41,24,267,3,0
Alan Matturro,uy URU,DF,Genoa,it Serie A,19.0,13,9,900,0,0,4,3,0.2,0.2,280,359,15,11,14,10.0,0,0.4,78.0,3,9,12,218,2,0
Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26.0,29,23,2078,1,3,11,2,1.2,1.8,975,1119,134,64,34,23.1,4,0.48,87.1,17,46,19,619,3,0
Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,27.0,22,13,1042,4,4,19,10,4.1,2.2,250,297,37,9,2,11.6,8,1.64,84.2,13,22,12,201,3,1
Maurides,br BRA,FW,St. Pauli,de Bundesliga,30.0,1,0,2,0,0,0,0,0.0,0.0,1,2,0,0,0,0.0,0,0.0,50.0,0,0,0,1,0,0
Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26.0,30,16,1615,4,1,26,7,1.8,2.6,460,613,57,34,11,17.9,5,1.45,75.0,22,50,91,583,2,0
Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26.0,33,21,2045,0,0,18,5,1.5,0.5,1092,1265,61,35,40,22.7,0,0.79,86.3,5,16,17,864,6,1
Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19.0,22,17,1501,0,0,1,1,0.1,0.0,827,945,44,42,26,16.7,0,0.06,87.5,1,7,13,718,3,0
Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20.0,19,1,252,2,2,7,4,1.0,2.0,48,88,9,3,1,2.8,4,2.5,54.5,10,11,10,81,1,0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,27.0,24,7,1114,5,1,19,8,3.4,0.9,197,254,13,5,2,12.4,6,1.54,77.6,8,19,10,209,0,0
Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18.0,20,8,808,2,2,25,8,2.9,2.1,404,460,46,25,5,9.0,4,2.78,87.8,12,38,29,341,1,0
Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,26.0,37,34,2838,0,1,13,3,0.7,1.5,1526,1781,115,115,34,31.5,1,0.41,85.7,20,56,42,1172,3,0
Andrea Mazza,it ITA,GK,Monza,it Serie A,20.0,1,0,8,0,0,0,0,0.0,0.0,6,7,0,0,0,0.1,0,0.0,85.7,0,0,0,5,0,0
Luca Mazzitelli,it ITA,MF,Como,it Serie A,28.0,11,3,335,1,1,7,3,0.2,0.6,156,197,27,9,3,3.7,2,1.88,79.2,6,13,2,132,1,0
